partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,url,features
University of London,Machine Learning for All,"{"" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Statistical Machine Learning"","" Critical Thinking"","" Data Analysis"","" Decision Making"","" Training""}",4.7,3.3k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Machine Learning for All,Machine Learning for All 3.3k Beginner 
University of Colorado Boulder,Probability Theory: Foundation for Data Science,"{"" Probability & Statistics"","" General Statistics"","" Probability Distribution"","" Correlation And Dependence"","" Mathematics""}",4.4,138,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Probability Theory: Foundation for Data Science,Probability Theory: Foundation for Data Science 138 Intermediate 
MedCerts,Medical Billing and Coding Essentials,"{""(82 reviews)""}",4.8,82,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Medical Billing and Coding Essentials,Medical Billing and Coding Essentials 82 Beginner 
Stanford University,Evaluations of AI Applications in Healthcare,"{""(174 reviews)""}",4.5,174,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Evaluations of AI Applications in Healthcare,Evaluations of AI Applications in Healthcare 174 Beginner 
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"{"" Computer Programming"","" Computer Architecture""}",4.9,492,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course) 492 Mixed 
Duke University,Introduction to Genetics and Evolution,"{""(1.5k reviews)""}",4.8,1.5k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Genetics and Evolution,Introduction to Genetics and Evolution 1.5k Mixed 
University of London,Cyber Security Fundamentals,"{"" Computer Security Incident Management"","" Computer Security Models"","" Cryptography"","" Leadership and Management"","" Mobile Security"","" Risk Management"","" Security Engineering"","" System Security""}",4.7,117,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Cyber Security Fundamentals,Cyber Security Fundamentals 117 Beginner 
Google,Introduction to Git and GitHub,"{"" Collaboration"","" Computer Programming"","" Python Programming""}",4.8,7k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Introduction to Git and GitHub,Introduction to Git and GitHub 7k Beginner 
"University of California, Irvine",Diversity and Inclusion for HR Professionals,"{"" Change Management"","" Culture"","" Human Resources"","" Leadership Development"","" Leadership and Management"","" Organizational Development"","" Critical Thinking"","" Human Resources Operations"","" Recruitment"","" Strategy and Operations""}",4.7,168,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Diversity and Inclusion for HR Professionals,Diversity and Inclusion for HR Professionals 168 Beginner 
Arizona State University,AI Foundations: Prompt Engineering with ChatGPT,"{""(8 reviews)""}",3.9,8,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=AI Foundations: Prompt Engineering with ChatGPT,AI Foundations: Prompt Engineering with ChatGPT 8 Beginner 
University of London,Global Diplomacy: the United Nations in the World,"{""(1.5k reviews)""}",4.7,1.5k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Global Diplomacy: the United Nations in the World,Global Diplomacy: the United Nations in the World 1.5k Beginner 
Meta,Advertising with Meta,"{"" Advertising"","" Digital Marketing"","" Marketing"","" Media Strategy & Planning"","" Social Media"","" Marketing Management""}",4.8,2.2k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Advertising with Meta,Advertising with Meta 2.2k Beginner 
University of Geneva,Rédaction de contrats,"{"" Leadership and Management"","" Writing""}",4.8,759,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Rédaction de contrats,Rédaction de contrats 759 Mixed 
"University of California, Irvine",Introduction to Cybersecurity & Risk Management,"{"" Leadership and Management"","" Risk Management""}",4.7,210,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Cybersecurity & Risk Management,Introduction to Cybersecurity & Risk Management 210 Beginner 
Copenhagen Business School,Business Models For Sustainability,"{""(23 reviews)""}",4.7,23,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Business Models For Sustainability,Business Models For Sustainability 23 Beginner 
Duke University,FinTech Law and Policy,"{"" FinTech"","" Finance"","" Regulations and Compliance"","" Banking"","" Payments"","" Financial Management"","" BlockChain"","" Entrepreneurial Finance"","" Accounts Payable and Receivable"","" Securities Trading""}",4.8,813,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=FinTech Law and Policy,FinTech Law and Policy 813 Beginner 
University of California San Diego,Drug Discovery,"{""(3.5k reviews)""}",4.6,3.5k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Drug Discovery,Drug Discovery 3.5k Beginner 
Stanford University,Introduction to Logic,"{"" Computational Logic"","" Mathematics"","" Problem Solving"","" Critical Thinking""}",4.4,624,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Logic,Introduction to Logic 624 Intermediate 
Università Bocconi,Financing and Investing in Infrastructure,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Project Management"","" Financial Analysis"","" Financial Management"","" Risk Management"","" Strategy and Operations"","" Contract Management"","" Business Analysis""}",4.8,1.9k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Financing and Investing in Infrastructure,Financing and Investing in Infrastructure 1.9k Mixed 
The University of Edinburgh,EDIVET: Do you have what it takes to be a veterinarian?,"{""(2.3k reviews)""}",4.8,2.3k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=EDIVET: Do you have what it takes to be a veterinarian?,EDIVET: Do you have what it takes to be a veterinarian? 2.3k Mixed 
SAS,SAS Advanced Programmer,"{"" SAS (Software)"","" Statistical Programming"","" SQL"","" Databases"","" Computer Programming"","" Data Analysis"","" Data Management""}",4.8,345,Intermediate , Professional Certificate , 3 - 6 Months,True,https://www.coursera.org/search?query=SAS Advanced Programmer,SAS Advanced Programmer 345 Intermediate 
Wesleyan University,Schizophrenia,"{""(2.1k reviews)""}",4.8,2.1k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Schizophrenia,Schizophrenia 2.1k Intermediate 
University of Pennsylvania,Negotiations,"{""(32 reviews)""}",4.5,32,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Negotiations,Negotiations 32 Beginner 
Google,Google Data Analytics,"{""""}",,,,,,False,https://www.coursera.org/search?query=Google Data Analytics,
Google,Google Cybersecurity,"{""""}",,,,,,False,https://www.coursera.org/search?query=Google Cybersecurity,
The University of Sydney,"Innovation Through Design: Think, Make, Break, Repeat","{"" Creativity"","" Critical Thinking"","" Design and Product"","" Innovation"","" Interactive Design"","" Problem Solving"","" Product Design"","" Research and Design"","" User Experience"","" User Experience Design""}",4.7,1.8k,Beginner , Course , 1 - 3 Months,False,"https://www.coursera.org/search?query=Innovation Through Design: Think, Make, Break, Repeat","Innovation Through Design: Think, Make, Break, Repeat 1.8k Beginner "
University of Washington,Introduction to Public Speaking,"{"" Communication"","" Critical Thinking"","" Decision Making"","" Human Learning"","" Problem Solving"","" Process Analysis"","" Strategy"","" Continuous Delivery"","" Creativity"","" Professional Development"","" Writing""}",4.8,2k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Public Speaking,Introduction to Public Speaking 2k Beginner 
University of Toronto,The Social Context of Mental Health and Illness,"{"" Communication""}",4.7,510,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=The Social Context of Mental Health and Illness,The Social Context of Mental Health and Illness 510 Mixed 
INSEAD,Blockchain Revolution in Financial Services,"{"" BlockChain"","" Finance"","" Cryptography"","" FinTech"","" Business Transformation"","" Innovation"","" Distributed Computing Architecture"","" Payments"","" Leadership and Management"","" System Security"","" Network Security"","" Accounting"","" Banking"","" Business Process Management"","" Financial Accounting"","" Financial Management"","" Organizational Development"","" Problem Solving"","" Security Strategy"","" Planning""}",4.7,923,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Blockchain Revolution in Financial Services,Blockchain Revolution in Financial Services 923 Beginner 
ESSEC Business School,Diversité et inclusion sur le lieu de travail,"{"" Business Communication"","" Business Psychology"","" Collaboration"","" Conflict Management"","" Emotional Intelligence"","" Entrepreneurship"","" HR Tech"","" People Management"","" Strategy"","" Strategy and Operations""}",4.9,8,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Diversité et inclusion sur le lieu de travail,Diversité et inclusion sur le lieu de travail 8 Beginner 
Technical University of Denmark (DTU),Introduction to Industrial Bioprocess Development,"{"" Experiment""}",4.8,115,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Industrial Bioprocess Development,Introduction to Industrial Bioprocess Development 115 Beginner 
Wesleyan University,Creative Writing: The Craft of Plot,"{"" Storytelling""}",4.7,4.7k,Mixed , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Creative Writing: The Craft of Plot,Creative Writing: The Craft of Plot 4.7k Mixed 
University of Leeds,Foundations of Software Testing and Validation,"{"" Software Testing""}",4.7,73,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Foundations of Software Testing and Validation,Foundations of Software Testing and Validation 73 Beginner 
University of London,Responsive Website Development and Design,"{"" Web Development"","" Front-End Web Development"","" Javascript"","" Web Development Tools"","" Web Design"","" HTML and CSS"","" Interactive Design"","" Databases"","" Computer Programming"","" Programming Principles"","" Database Application"","" Back-End Web Development"","" User Experience"","" Decision Making"","" Design and Product"","" Application Development"","" Computational Thinking"","" Problem Solving"","" Process Analysis""}",4.5,7.5k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Responsive Website Development and Design,Responsive Website Development and Design 7.5k Beginner 
